Objective,Name,Country,Longitude,Latitude,Elevation,Year,N_plots,Species,Structure,Age,Data,Organisation,Website,Responsible,Mail,References
The goal of this research is to expand knowledge about the state of structure and ability of natural regeneration in protected stands of beech and fir. These stands are excluded from all regular silvicultural activities. A special observance will be given to the appearance of the young generation. We try to point out the real state of tree crown damage and to compare the results of stand quality with managed forests.,"National park ""Risnjak""",Croatia,14.68,45.421388888888885,680,1998,1,Abies alba; Fagus sylvatica,uneven-aged,NA,dbh; height; lenght of tree trunk; crown length; stem density; basal area; volume,<a href='http://www.sumins.hr/' target='_blank'>Croatian Forest Research Institute</a>,http://www.sumins.hr/,Martina Đodan;  Sanja Perić,martinat@sumins.hr; sanjap@sumins.hr,"Dubravac T, Dekanić S, Matošević D, Roth V (2008) Regeneration dynamics of uneven-aged forest stand after the establishment of national park 'Risnjak' and the abandonment of the management activities. International Conference Forestry in achieving millenium goals, Proceedings / Orlović, Saša (ur.). - Novi Sad : Institute of lowland forestry and environment, 309-317; Dubravac T, Medak J, Županić M (2014)  Forest-silviculture research in national parka ""Risnjak"" and ""Plitvice lakes"" in Croatia. Zbornik sažetaka broj1/2014. Drugi naučno-stručni skup sa međunarodnim sudjelovanjem 5 juni – Svjetski dan zaštite okoliša / Makić, Halid, Bećiraj, Azra, Ibrahimpašić, Jasmina, Džafarević, Aida, Talić, Mersija (ur.). - Bihać, Univerzitet u Bihaću, Biotehnički fakultet, 75-76."
The aim of the research through the repeated measurments is to estimate the stand structure development on the Medveđak permanent experimental plot in the Plitvice Lakes national park area,"National park ""Plitvica Lakes""",Croatia,15.633055555555556,44.89861111111111,570,1998,1,Fagus sylvatica; Picea abies,uneven-aged,NA,dbh; height; hd; horizontal projection of tree crown,<a href='http://www.sumins.hr/' target='_blank'>Croatian Forest Research Institute</a>,http://www.sumins.hr/,Martina Đodan;  Sanja Perić,martinat@sumins.hr; sanjap@sumins.hr,"Dubravac, T., Krejči, V., Vrbek, B. (2004.): State of the Structure and Possibility of Natural Reforestation of Pure Beech Stands in the ""Medvjeđak"" Forest Reservation. Plitvički bilten / Pavlus N, Dujmović A, Belančić A,Čulinović K, Zwicker G, Belančić D (ur.). - Plitvička jezera : Javna ustanova Nacionalni park Plitvička jezera, 179-200; Cubravac T, Dekanic S, Novotny V, Milasincic J. (2013). Natural Regeneration of Beech Forests in the Strict Protected Area of the Plitvice Lakes National Park. South-East Eur For 4 (2): 95-103; Dubravac T, Medak J, Županić M (2014) Forest-silviculture research in national parka ""Risnjak"" and ""Plitvice lakes"" in Croatia. Zbornik sažetaka broj1/2014. Drugi naučno-stručni skup sa međunarodnim sudjelovanjem „5 juni – Svjetski dan zaštite okoliša“ / Makić, Halid, Bećiraj, Azra, Ibrahimpašić, Jasmina, Džafarević, Aida, Talić, Mersija (ur.). - Bihać : Univerzitet u Bihaću, Biotehnički fakultet, 75-76."
This plot was established for the purpose of monitoring the natural course of development of planted stand.The plot was used to monitor the natural stand structure development and reforestation of the stand.,Delnice,Croatia,14.741944444444444,45.38361111111111,690,1956,1,Picea abies,even-aged,174,"dbh; hd; horizontal projection of tree crown; height; crown diameter; height of crown base; tree coordinates; density and structure of regeneration; comparison of chemical and physical characteristics of soils between the plantation, natural stand and meadow",<a href='http://www.sumins.hr/' target='_blank'>Croatian Forest Research Institute</a>,http://www.sumins.hr/,Martina Đodan;  Sanja Perić,martinat@sumins.hr; sanjap@sumins.hr,"Dubravac T, Vrbek B, Benko M, Vuletić D, Littvay T (2005) Results of Fifty Years of Monitoring the Growth and Development of a 161 Year Old Norway Spruce Culture, The International Forestry Review. Forests in the Balance: Linking Tradition and Technology; Dubravac T, Krejči V, Vrbek B (2006) Structure and development of a 161 year-old spruce culture. Šumarski list br. 5-6, 219-229; Čavlović J, Dubravac T, Roth V, Dekanić S, Teslak K (2008) Succession processes and development of the stand structure of a 161-year-old Norway spruce plantation under regime without silvicultural treatment. Periodicum biologorum 110(2): 187-193."
"The aim was to present some general results on stand structure development of an old Norway spruce plantation and processes of succession in conditions of delayed stand reforestation and absence of management interventions during the course of a long management period, and to discuss the practice and experience of Central andWest Europe in regeneration and conversion of spruce plantations.",Gorski kotar - Risnjak,Croatia,14.8,45.333333333333336,735,1956,1,Picea abies,even-aged,170,"dbh; height; crown diameter; height of crown base; tree coordinates; horizontal crown projections; density and structure of regeneration; comparison of chemical and physical characteristics of soils between the plantation, natural stand and meadow",<a href='http://www.sumins.hr/' target='_blank'>Croatian Forest Research Institute</a>,http://www.sumins.hr/,Martina Đodan;  Sanja Perić,martinat@sumins.hr; sanjap@sumins.hr,"Čavlović J, Dubravac T, Roth V, Dekanić S, Teslak K (2008)Development of the stand structure of a 161-Year-old Norway spruce plantation, PERIODICUM BIOLOGORUM, Vol. 110, No 2, 187–193"
"Since the autumn of 1998, measurements of heights and registration of survival has been carried out. So far investigations of Common beech variability in Croatia (survival of plants, heights and increments, flushing) indicate that genetic differentiation exists, which is determined by numerous ecological factors.",Kutinska Garjevica,Croatia,16.966666666666665,45.916666666666664,210,1998,1,Fagus sylvatica,even-aged,23,phenology monitoring; survival; height; height growth,<a href='http://www.sumins.hr/' target='_blank'>Croatian Forest Research Institute</a>,http://www.sumins.hr/,Martina Đodan;  Sanja Perić,martinat@sumins.hr; sanjap@sumins.hr,"Gračan J, Ivanković M, Marjanović H, Perić S (2006) Investigation of the growth of domestic and foreign provenances of tree species in relation to an internationa experiment of common beech provenances (Fagus sylvatica L.), Rad. šumar. inst. Izvanredno izdanje 9: 337–352, Jastrebarsko; Ivanković M, Bogdan S, Božič GR. European beech (Fagus sylvatica L.) height growth variability in Croatian and Slovenian provenance trials, Šumarski list br. 11–12, 529-541"
Designignin  management and silvicultural systems for broadleaved forests originated from coppicing,Long term plots1972,Italy,11.816666666666666,43.8,1e3,1972,5,Fagus sylvatica,even-aged,72,stocking rate; volume; dbh; height; annual litterfall (since 1999); LAI (since 1999),<a href='http://www.futureforcoppices.eu' target='_blank'>CREA - Research Centre for Forestry and Wood</a>,http://www.futureforcoppices.eu,Gianfranco Fabbio; Andrea Cutini,gianfranco.fabbio@crea.gov.it; andrea.cutini@crea.gov.it,NA
Designignin  management and silvicultural systems for broadleaved forests originated from coppicing,Long term plots1972b,Italy,12.016666666666667,43.733333333333334,850,1972,3,Quercus cerris,even-aged,72,stocking rate; volume; dbh; height; annual litterfall (since 1999); LAI (since 1999),<a href='http://www.futureforcoppices.eu' target='_blank'>CREA - Research Centre for Forestry and Wood</a>,http://www.futureforcoppices.eu,Gianfranco Fabbio; Andrea Cutini,gianfranco.fabbio@crea.gov.it; andrea.cutini@crea.gov.it,NA
Designignin  management and silvicultural systems for broadleaved forests originated from coppicing,Long term plots1994,Italy,9.410694444444445,39.26038888888889,800,1994,11,Quercus ilex,even-aged,72,stocking rate; volume; dbh; height; annual litterfall (since 1999); LAI (since 1999),<a href='http://www.futureforcoppices.eu' target='_blank'>CREA - Research Centre for Forestry and Wood</a>,http://www.futureforcoppices.eu,Gianfranco Fabbio; Andrea Cutini,gianfranco.fabbio@crea.gov.it; andrea.cutini@crea.gov.it,NA
Assess productivity of mixed black pine (Pinus nigra) - beech (Fagus moesiaca) forest depending of type of mixture and dynamics of black pine (PN) forest stands on secondary (beech) site,Mixed stands PN-FM,Macedonia,22.880277777777778,41.647777777777776,1150,1994,16,Pinus nigra; Fagus moesica,"two-story, two age stands, three groupes: PN80/FM70; PN100/FM80; PN125/FM90",NA,dbh; height; height of crown base; crown diameter; stem quality; biological class of trees,"<a href='http://www.ukim.edu.mk/en_struktura_contact.php?inst=26' target='_blank'>University ""Ss. Cyril and Methodius"", Faculty of forestry</a>",http://www.ukim.edu.mk/en_struktura_contact.php?inst=26,Pande Trajkov,ptrajkov@sf.ukim.edu.mk,"Trajkov P, Ristevski P (2000) Growth of the trees in the mixed stands of black pine (Pinus nigra Arn.) and beech (Fagus moesiaca M.) depending on the type of the mixture, XXI IUFRO Kongres, Poster abstracts, vol 3., 7-12 august 2000, Kuala Lumpur - Malaysia"
Assess productivity of old growth beech forest  on diferent altitude and stands dynamics,Old growth beech,Macedonia,22.403333333333332,42.099444444444444,1400,1977,20,Fagus moesica,uneven-aged,NA,dbh; height; height of crown base; crown diameter; stem quality; biological class of trees,"<a href='http://www.ukim.edu.mk/en_struktura_contact.php?inst=26' target='_blank'>University ""Ss. Cyril and Methodius"", Faculty of forestry</a>",http://www.ukim.edu.mk/en_struktura_contact.php?inst=26,Unknown,Unknown,"Ivanovski C, Ristevski P (1987) Development and increment of old growth beech forest in Osogovo, Forest review, no. 1-6, Skopje (in macedonian); Ivanovski C (1983) Quality of the tree-trunk in the old growth beech woods on the Osogovo mountains, Forest review, no. 3-4, Skopje (in macedonian); Ivanovski C, Ristevski P (1984) Participation of the branches in the volume dependent of the dimensions of the tree trunks in the beech in the mountain of Osogovo, Annual Proceeding of the Faculty of Forestry-Skopje, 1984,  (in macedonian)"
Assess productivity of natural stand of spruce (Picea abies) forests,Jelak-Shara Mt.,Macedonia,20.662499999999998,41.63944444444444,1750,1997,1,Picea abies,uneven-aged,NA,dbh; height; height of crown base; crown diameter; stem quality; biological class of trees,"<a href='http://www.mkdsumi.com.mk/index_mkd_sumi_en.php?page=1' target='_blank'>Public Enterprise ""Makedonski sumi"", Department of Forest Management Planning</a>",http://www.mkdsumi.com.mk/index_mkd_sumi_en.php?page=1,Dejan Mandzukovski,d_mandzukovski@yahoo.com,Petrusevski S. Comparative analysis of the biostructural characteristics among natural an d cultivated norway spruce stands in the Republic of Macedonia Doctoral Thesis
Assess productivity of natural stand of spruce (Picea abies) forests,Adzina river,Macedonia,20.84583333333333,42.708333333333336,1625,1997,1,Picea abies,uneven-aged,NA,dbh; height; height of crown base; crown diameter; stem quality; biological class of trees,"<a href='http://www.mkdsumi.com.mk/index_mkd_sumi_en.php?page=1' target='_blank'>Public Enterprise ""Makedonski sumi"", Department of Forest Management Planning</a>",http://www.mkdsumi.com.mk/index_mkd_sumi_en.php?page=1,Dejan Mandzukovski,d_mandzukovski@yahoo.com,Petrusevski S. Comparative analysis of the biostructural characteristics among natural an d cultivated norway spruce stands in the Republic of Macedonia Doctoral Thesis
Assess productivity of mixed black pine (Pinus nigra) - beech (Fagus moesiaca) forest depending of type of mixture and dynamics of black pine (PN) forest stands on secondary (beech) site,Cultivatet stands of spruce,Macedonia,22.880277777777778,41.647777777777776,1150,1994,16,Pinus nigra; Fagus moesica,"two-story, two age stands, three groupes: PN80/FM70; PN100/FM80; PN125/FM90",NA,dbh; height; height of crown base; crown diameter; stem quality; biological class of trees,"<a href='http://www.ukim.edu.mk/en_struktura_contact.php?inst=26' target='_blank'>University ""Ss. Cyril and Methodius"", Faculty of forestry</a>",http://www.ukim.edu.mk/en_struktura_contact.php?inst=26,Pande Trajkov,ptrajkov@sf.ukim.edu.mk,"Trajkov P, Ristevski P (2000) Growth of the trees in the mixed stands of black pine (Pinus nigra Arn.) and beech (Fagus moesiaca M.) depending on the type of the mixture, XXI IUFRO Kongres, Poster abstracts, vol 3., 7-12 august 2000, Kuala Lumpur - Malaysia"
Assess the growth of douglas fir,Douglas fir plantation,Macedonia,22.891944444444444,41.75805555555556,1050,1970,4,Pseudotsuga menziesii,even-aged,30,dbh; height; height of crown base; crown diameter; stem quality; biological class of trees,"<a href='http://www.mkdsumi.com.mk/index_mkd_sumi_en.php?page=1' target='_blank'>Public Enterprise ""Makedonski sumi"", Department of Forest Management Planning</a>",http://www.mkdsumi.com.mk/index_mkd_sumi_en.php?page=1,Dejan Mandzukovski,d_mandzukovski@yahoo.com,"Ristevski P, Trajkov P, Velkovski N, Gligorov A. (2001) Growth and increment of Douglas fir trees in an artificicaly established stands in the region of Ramno Borje. Pehchevo-Proceedings Fac. Of forestry -Skopje, Vol. 27"
"Long term study on the natural development of stands, at different elevations and under strict protection, originating from natural seeding on a former narrow strip clear cut area, established in the beginning of 20th century on the northern slopes of the Mt. Łysica (the Świętokrzyskie Mountains)",PL01,Poland,20.9025,50.89416666666666,505,1964,3,Fagus sylvatica; Abies alba; Acer pseudoplatanus,even-aged,110,tree coordinates; dbh; height; regeneration; vegetation types (occasionally),"<a href='http://www.sggw.pl' target='_blank'>Department of Silviculture, Warsaw University of Life Sciences-SGGW
</a>",http://www.sggw.pl,Kamil Bielak,kamil.bielak@wl.sggw.pl,"Brzeziecki B, Janicki S, Wiech M. (2011) Long−term dynamics of forest stands on a former narrow strip clear cut under conditions of strict protection (Łysica, the Świętokrzyskie Mountains). Sylwan 155 (8): 518-529"
Assess the dynamics and structure of unmanaged forest,PL02,Poland,19.524241666666665,49.58083333333334,1255,1984,4,Picea abies,uneven-aged,NA,dbh; height; crown base; regeneration; survival; mortality,"<a href='https://en.urk.edu.pl/index/site/4740' target='_blank'>Department of Silviculture, University of Agriculture in Krakow</a>",https://en.urk.edu.pl/index/site/4740,Jerzy Skrzyszewski; Maciej Pach; Jarosław Paluch; Leszek Bartkowicz,rlskrzys@cyf-kr.edu.pl; rlpach@cyf-kr.edu.pl; jppaluch@pro.onet.pl; leszek.bartkowicz@urk.edu.pl,NA
Assess the dynamics and structure of unmanaged forest,PL03,Poland,19.529166666666665,49.593611111111116,972,(1976) 1986,7,Picea abies ; Fagus sylvatica; Abies alba,uneven-aged,NA,dbh; height; crown base; regeneration; survival; mortality,"<a href='https://en.urk.edu.pl/index/site/4740' target='_blank'>Department of Silviculture, University of Agriculture in Krakow</a>",https://en.urk.edu.pl/index/site/4740,Jerzy Skrzyszewski; Maciej Pach; Jarosław Paluch; Leszek Bartkowicz,rlskrzys@cyf-kr.edu.pl; rlpach@cyf-kr.edu.pl; jppaluch@pro.onet.pl; leszek.bartkowicz@urk.edu.pl,"Jaworski A, Paluch J (2001) Structure and dynamics of the lower mountain zone forests of primeval character in the Babia Góra Mt. National Park. Journal of Forest Science 47(2): 60-74; Jaworski A, Paluch J (2002) Factors Affecting the Basal Area Increment of the Primeval Forests in the Babia Góra National Park, Southern Poland. Forstwissenschaftliches Centralblatt, 121: 97–108."
Assess the dynamics and structure of unmanaged forest,PL04,Poland,22.701666666666664,49.105000000000004,765,1988,3,Fagus sylvatica; Abies alba,uneven-aged,NA,dbh; height; crown base; regeneration; survival; mortality,"<a href='https://en.urk.edu.pl/index/site/4740' target='_blank'>Department of Silviculture, University of Agriculture in Krakow</a>",https://en.urk.edu.pl/index/site/4740,Jerzy Skrzyszewski; Maciej Pach; Jarosław Paluch; Leszek Bartkowicz,rlskrzys@cyf-kr.edu.pl; rlpach@cyf-kr.edu.pl; jppaluch@pro.onet.pl; leszek.bartkowicz@urk.edu.pl,"Jaworski A, Kołodziej Z, Porada K (2002) Structure and dynamics of stands of primeval character in selected areas of the Bieszczady National Park. Journal of Forest Science 48(5): 185-201; Jaworski A, Kołodziej Z (2002) Natural lossof trees, recruitment and increment in stands of primeval character in selected areas of the Bieszczady Mountains Natrional Park (South-Eastern Poland) Journal of Forest Science 48(4): 141-149."
Assess the dynamics and structure of unmanaged forest,PL05,Poland,22.447761111111113,49.11318333333333,1045,1993,4,Fagus sylvatica; Acer pseudoplatanus,uneven-aged,NA,dbh; height; crown base; regeneration; survival; mortality,"<a href='https://en.urk.edu.pl/index/site/4740' target='_blank'>Department of Silviculture, University of Agriculture in Krakow</a>",https://en.urk.edu.pl/index/site/4740,Jerzy Skrzyszewski; Maciej Pach; Jarosław Paluch; Leszek Bartkowicz,rlskrzys@cyf-kr.edu.pl; rlpach@cyf-kr.edu.pl; jppaluch@pro.onet.pl; leszek.bartkowicz@urk.edu.pl,"Pach M, Jaworski A, Skrzyszewski J (2013) Acer Pseudoplatanus L., Tilia Cordata Mill. and Pinus Sylvestris L. as Valuable Tree Species in the Carpathian Forests. In: Kozak J, Ostapowicz K, Bytnerowicz A, Wyżga B (eds) The Carpathians: Integrating Nature and Society Towards Sustainability. Environmental Science and Engineering. Springer, Berlin, Heidelberg, 285-300."
